MS_ID,Location,Collection,Reference,Headnote,MS_Date,Folia,Place_of_production,Produced_for,Notes,MS_Sources,F_%,L_%,E_%,O_%,F_Sides,L_Sides,E_Sides,O_Sides,total_sides_English,total_sides_French,total_sides_Latin,total_sides_Other,percentage_English,percentage_French,percentage_Latin,percentage_Other
315,Hannover,Niedersächsische landesbibliothek,IV.578,La Destruction de Rome. Fierabras.,s.xiii / xiv,100,,,,"Härtel, Helmar, and Felix Ekowski. Handschriften Der Niedersächsischen Landesbibliothek Hannover. Vol. 2. Wiesbaden: Harrassowitz, 1982.",,,,,,,,,,200.0,,,,100.0,,
316,Hildesheim,S. Godehards Bibl.,s.n.,St. Albans Psalter,s.xii (1),209,Hertfordshire,St Albans Abbey,pages 17 to 56 contain miniatures without text; may have been owned by someone else before Christina of Markyate,http://www.abdn.ac.uk/stalbanspsalter/english/index.shtml,,,,,,,,,,11.666666666666668,362.3333333333333,,,3.1194295900178255,96.88057040998217,
317g,Karlsruhe,Badischen Landesbibl.,345,Collectanea,s.xiv (2),50,,,bound with 6 other texts in Latin dating from the s.xiv to s.v centuries,"Die Handschriften Der Grossherzoglich Badischen Hof- Und Landesbibliothek in Karlsruhe. Karlsruhe: Groos, 1891 ; https://archive.org/stream/diehandschrifte00holdgoog#page/n53/mode/2up",,,,,,,,,,101.0,,,,100.0,,
318,Kilkenny,Ossory,Red Book of Ossory,Episcopal register,s.xiv (1),79,Ireland,Kilkenny,added index ff. i-v; Latin songs have English and French notes in the margins to indicate the tune they should be sung to,https://issuu.com/churchofireland/docs/redbookossory,,,,,,,,,,24.5,130.5,,,15.806451612903224,84.19354838709677,
319,"Knoll, Emil",,,Fragment,s.xiii / xiv,1,,,,"Zingerle, Wolfram. ""Zur Margarethen - Legende."" Romanische Forschungen 6.2 (1891): 414-16.",,,,,,,,,,2.0,,,,100.0,,
32,Brussels,Royal Library of Belgium,portefeuille II.181,Gormont et Isembart,s.xiii (in),4,,,"""2 bifolia detached from a binding"" (Dean no. 80)","Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999.",,,,,,,,,,8.0,,,,100.0,,
320,Leeds,Univ. Libr.,1,Manuel des péchés etc.,s.xiv (in),ii+100+ii,,,,https://openaccess.leidenuniv.nl/bitstream/handle/1887/50536/MurchisonPQ95_2W24424.pdf?sequence=1,,,,,,,,,,201.0,,,,100.0,,
321,Leeds,Univ. Libr.,Brotherton 29,The Anonimalle Chronicle,s.xiv (1),353,Yorkshire,St Mary's Abbey in York,"""It passed into the possession of the Ingilby family of Ripley Castle probably in the 16th century""",https://explore.library.leeds.ac.uk/special-collections-explore/372703,,,,,,,,,,675.0,28.0,,,96.01706970128022,3.982930298719772,
322,Leiden,Univ. Libr.,Voss. gall. F.6,Trivet chronicle,s.xiv (ex),96,,,,https://brill.com/view/db/cvlo,,,,,,,,,,187.0,4.0,,,97.90575916230367,2.094240837696335,
323a,Leiden,Univ. Libr.,Voss. lat. O.46,"AEsopus, Iohannes de Garlandia, etc.",s.xiii (1),14,,,composite MS ;inscriptions added later on f. 15r in Latin,https://brill.com/view/db/cvlo,,,,,,,,,,1.0,25.0,,,3.8461538461538463,96.15384615384616,
324b,Leiden,Univ. Libr.,Voss. lat. F.75,Mandeville,s.xv,50,,,bound with one other volume,https://brill.com/view/db/cvlo,,,,,,,,,,100.0,,,,100.0,,
325,Leuven,Univ. Bibl.,G.170,Boeve de Haumtone,s.xiii (2),52,,,burned during WWII; once bound with 326,"Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999.",,,,,,,,,,104.0,,,,100.0,,
326,Leuven,Univ. Bibl.,G.171,Fierabras,s.xiii (2),78,,,burned during WWII; once bound with 325,"Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999.",,,,,,,,,,156.0,,,,100.0,,
327,Lichfield,Cathedral Library,16,Anselm etc,s.xiv / xv,247,West Midlands,,"copied out as a series of booklets ; from the ""Hereford, Worcester, Gloucester area"" (p. 41)","Henry, Avril. ""Lichfield Cathedral MS 16: Its Illuminated Borders and Original Order"". Scriptorium 48 (1994), pp. 39-61.",,,,,,,,,340.0,53.0,64.0,,68.96551724137932,10.75050709939148,12.981744421906694,
328,Lincoln,Cathedral Library,104,Brut etc.,s.xiii (ex),189,Dorset,Benedictine Abbey,from a Benedictine abbey in Dorset,http://jonas.irht.cnrs.fr/consulter/manuscrit/detail_manuscrit.php?projet=29310,,,,,,,,,,378.0,,,,100.0,,
329,Lincoln,Cathedral Library,132,Johannes Gardlandusm Theodolus etc.,s.xiii (2),162,,,"some additions in other hands (late 13th to 15th c) ; Grammatical notes on f. 36v in English and Latin; verses added on f. 100 in English (14th C) ; verses on Robin Hood added in English on f. 100v; names of winds in English on f. 151rFrench (Dean no. 301) on ff. 37r-51r (gloss on a Latin text)
","Thomson, R.M. Catalogue of the Manuscripts of Lincoln Cathedral Chapter Library. Cambridge: Brewer, 1989.",8.9506,91.0494,0.0,0.0,14.5,147.5,0.0,0.0,,,,,,,,
33,Burgsteinfurt,Museum,s.n.,The Life of St. Francis,s.xiv (1),129,,,"on fol. 129v ""Cis liures fu enuoyes a soer Katherine de Bolwyk abbesse de Deneye et au couuent de dame Elynor de Wylington et deliures a les dessus dictes abbesse et couuent par la main ma dame Marie de saint Pol contesse de Pembroke le x e jour dapril . lan de grace mil . ccc . et xlviii."" (some uncertainty as to which book went where); currently in the possession of Fürsten von Bentheim in 1877, who loaned it to the Alterthumsmuseum in Burgesteinfurt; in 15th of 16th c hand on f. 130v: ""John Ellethorne is ffool. Do yt remember ffather.""","Suchier, Hermann. ""Mariengebete. Französisch, portugiesisch, provenzalisch (Halle, 1877), pp. 10-12, 51-56.",,,,,,,,,,258.0,,,,100.0,,
330,Lincoln,Cathedral Library,199,"Honorius Augustodunensis, Hugo de S. Victore, Philippe de Thaun, etc.",s.xii (2),357,,,"see catalogue for full description ; Philippe de Thaon, Comptus (Dean no. 346) in French on ff. 183r-212r; an annotation in English from the 15th c  (5th lesson on ff. 335v-338v) ; f. 354v 15th c inscription: Iste liber constat domui beate Marie de Heuynningis (owned by the Cistercian nuns of Heynings, Lincolnshire)","Thomson, R.M. Catalogue of the Manuscripts of Lincoln Cathedral Chapter Library. Cambridge: Brewer, 1989.",8.4034,91.5966,0.0,0.0,30.0,327.0,0.0,0.0,,,,,,,,
331,Lincoln,Cathedral Library,203,Summa theologicae veritatis,s.xiv (in),180,,,on f. 3 Liber sancte Marie Lincolnie (15th c hand) ; notes in a 15th c hand on ff. 1v-2v; ff. 3r-10v is an index to a the Summa Theologiae Veritatis (added); notes on 178r added in a 15th c hand about Lincoln,"Thomson, R.M. Catalogue of the Manuscripts of Lincoln Cathedral Chapter Library. Cambridge: Brewer, 1989.",,,,,,,,,,19.0,314.0,,,5.7057057057057055,94.29429429429429,
332,Lincoln,Lincolnshire County Archive Office,Lincoln Formulary Book 23,Administrative documents,s.xiv (in),222,Yorkshire,John Kemp,"""Dr. Boulay suggests that this is the formulary of John Kemp when he was Dean of Arches. Contains material temp. Coutenay to Chichele"" ; fuller description not available","Kristol, A. ""Un Nouveau Fragment De Manièère De Langage: Lincoln, ""Linc. Arch. Off."", Formulary 23."" Vox Romanica 49 (1990): 311.",,,,,,,,,1.0,1.0,442.0,,0.22522522522522523,0.22522522522522523,99.54954954954955,
333,Lincoln,Lincolnshire County Archive Office,Louth Grammar School E.8,Fragment,s.xiii (ex),2,,,,"Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999. ; https://www.arlima.net/mp/poeme_anglo-normand_sur_lancien_testament.html",,,,,,,,,,4.0,,,,100.0,,
334,Liverpool,Private Collection of Joseph Mayer,roll (lost),Amadas et Ydoine,s.xiii (ex),roll,,,Roll is lost; description is uncertain,"Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999. ; https://archive.org/stream/feudalmanualsen00mayegoog#page/n19/mode/2up",,,,,,,,,,2.0,,,,100.0,,
335,London,Brian Lawn Collection,1,Latin sermons,s.xiii,79,,,,"Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999.",,,,,,,,,,1.0,155.0,,,0.641025641025641,99.35897435897436,
337,London,British Library,Add. 5762,Legal handbook with treatises on estate and household management,s.xiii (ex),1*+139,,,3 unfoliated paper flyleaves at the beginning and 2 at the end,http://www.bl.uk/catalogues/illuminatedmanuscripts/record.asp?MSID=1895&CollID=27&NStart=5762,,,,,,,,,,42.0,236.0,,,15.107913669064748,84.89208633093526,
338,London,British Library,Add. 6159,Estatate book,s.xiii / xiv,288,,,,http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002029062,,,,,,,,,5.0,51.25,257.75,,1.5923566878980893,16.32165605095541,82.0859872611465,
339,London,British Library,Add. 8101,GENEALOGICAL ROLL CHRONICLES,s.xiv (med),7 membranes,,,,http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002029101,,,,,,,,,,2.0,,,,100.0,,
340,London,British Library,Add. 10289,Li romanz du Mont Saint-Michel etc,s.xiii (ex),179,,,"""The abbey of Mont Saint-Michel, dated ?1280: inscribed 'anno octog[esimo]', (f. 64) and with a 15th-century ownership inscription 'Iste liber est de thesauraria montis' (f. 1).
Jaques Cujas, humanist scholar and legal expert (b. 1529, d. 1590), perhaps taken by him, as authorised by Nicolas le Fevre on behalf of Louis XIII, from the abbey library in c.1582 (see Genevieve Nortier, Les bibliotheques médiévales des abbayes bénédictines de Normandie (Caen: Caron et cie, 1966), p. 151); his books were dispersed at his death and this manuscript may have returned to the abbey then.""",http://www.bl.uk/catalogues/illuminatedmanuscripts/record.asp?MSID=1933&CollID=27&NStart=10289,,,,,,,,,,355.5,0.5,,,99.85955056179775,0.1404494382022472,
341,London,British Library,Add. 10374,Chartularium,s.xiv,,,,Commonplace book. Contents not available from online catalogue,http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002108174,,,,,,,,,,,,,,,,
342,London,British Library,Add. 10622,Brut,s.xv,62,,,,"http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002108425 ; Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999.",,,,,,,,,,124.0,,,,100.0,,
343,London,British Library,Add. 11579,MISCELLANEA theologica,s.xiv,147,,,"Trilingual, contents not available on the online catalogue ; total foliation approximate",http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002109353 ; https://archive.org/stream/lesfabulistesla00phaegoog#page/n162/mode/1up,,,,,,,,,5.666666666666666,1.6666666666666665,279.66666666666663,,1.9744483159117305,0.580720092915215,97.44483159117307,
344,London,British Library,Add. 11713,Chronicle,s.xiv (ex),roll,,,,http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002109498,,,,,,,,,,1.0,,,,100.0,,
345,London,British Library,Add. 14252,Ranulf de Glanville; Henry of Huntingdon,s.xiii (in),i+iv*+130,,,"""(f. i is a paper flyleaf and ff. i-iv* are parchment flyleaves + 3 unfoliated paper flyleaves and 1 unfoliated parchment flyleaf at the beginning + 1 unfoliated parchment flyleaf and 1 unfoliated paper flyleaf at the end)""",http://www.bl.uk/catalogues/illuminatedmanuscripts/record.asp?MSID=1953&CollID=27&NStart=14252,,,,,,,,,,44.16666666666667,33.833333333333336,,,56.62393162393163,43.376068376068375,
346,London,British Library,Add. 15236,A VOLUME of medicinal and other tracts,s.xiii / xiv,172,,,foliation is approximated based on online catalogue entry,http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002086939,,,,,,,,,4.666666666666666,109.16666666666667,228.16666666666666,,1.3645224171539958,31.920077972709553,66.71539961013644,
347,London,British Library,Add. 16559,S. AUGUSTINI Sermones Lxv. de Verbis Domini,s.xiii (2),220,,,"Anglo-Norman added in the thirteenth century to the flyleaves of a s.xii volume; other  additions include: Rhyming Latin stanzas, beg. "" Scribere proposui de contemptu mundano,"" ibid.; - A circular astronomical scheme, and beneath, the signature ""John Aubrey de Irlonde,""  ""Preface of Petrus Lombardus to his Sententioe, and titles of' the distinctions of the first book (Latin) on f. 220 b. ; Symbolic significations of the word currus, etc. (Latin) on f. 221 ;Sentences from the Fathers, (Latin) on f. 221  ; Names of different degrees of relationship, and notices of those within which marriage is prohibited (Latin) on f. 221 """,http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002094338,0.4545,99.5454,0.0,,,,,,,,,,,,,
348,London,British Library,Add. 17716,TRACTATUS de planetarum motibus inveniendis,s.xv,123,,,foliation for Latin tracts is based on catalogue description and is  therefore approximate,http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002028168,,,,,,,,,,48.0,198.0,,,19.51219512195122,80.48780487804879,
349,London,British Library,Add. 18210,CONSTANTINI Africani de diætis libb. ii. et iii.,s.xiii (2),176,,,foliation for Latin tracts is based on catalogue description and is therefore approximate,http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002028727,,,,,,,,,,102.0,250.0,,,28.97727272727273,71.02272727272727,
35,Cambridge,Clare College,6,Psalterium,s.xiii (in),144,,,"end points for Latin tracts are based on James' entries and therefore approximate; two folios missing after f.25; fol. 144r: ""suffrages to Thomas of Lancaster (beheaded at Pontefract in 1322 scribbled in cent. xiv, xv`""","James, M.R. ""A Descriptive Catalogue of the Western Manuscripts in the Library of Clare College.""Cambridge: Cambridge UP, 1905.",,,,,,,,,,133.0,154.0,,,46.34146341463415,53.65853658536586,
350,London,British Library,Add. 18462a,Calendar of Saints,s.xv (in),103,,,"In early modern period, owned by Sir Symonds D'Ewes",http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002028985 ; https://www.europeana.eu/portal/en/record/9200397/BibliographicResource_3000126255327.html,,,,,,,,,,174.0,,,,100.0,,
351,London,British Library,Add. 18462b,Calendar of Saints,s.xv (in),102,,,total folios approximate,http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002028985,,,,,,,,,,204.0,,,,100.0,,
352,London,British Library,Add. 18633,Apocalypse,s.xii (2),50,,,,http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002095221,,,,,,,,,19.333333333333332,40.3333333333333,40.3333333333333,,19.333333333333346,40.33333333333333,40.33333333333333,
353,London,British Library,Add. 21368,History of the Kings of England,s.xiv,roll,,,,http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002033758,,,,,,,,,,2.0,,,,100.0,,
354,London,British Library,Add. 22283,Simeon MS,s.xiv (ex),172,,,some Latin rubrics,http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002034756,,,,,,,,,339.0,5.0,,,98.54651162790698,1.4534883720930232,,
355,London,British Library,Add. 23986,Anglo-Norman poem,s.xiii (ex),roll,,,,http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002097619,,,,,,,,,1.0,1.0,,,50.0,50.0,,
356,London,British Library,Add. 24198,Missal,s.xiv (in),133,,,"""On f. 54 b is the inscription, ""Jacobus Cottrell abas [1526] sancti thome me possidet.""; l foliation is approximate; Fly-leaves from an Augustinian Missal, which apparently belonged to the Abbey of St. Thomas the Martyr at Dublin. Fragments of what appear to be motets, arranged in alphabetical order, written in long lines with illuminated initials on a 5-line stave.",http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002031483,,,,,,,,,,1.5,264.5,,,0.5639097744360901,99.43609022556392,
357,London,British Library,Add. 24343,Les cink ioyes,s.xv,6,,,,http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002031635,,,,,,,,,0.5,5.5,6.0,,4.166666666666666,45.83333333333333,50.0,
358,London,British Library,Add. 24686,Alphonso Psalter,s.xiii / xiv,136,,,,http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002031972,,,,,,,,,,1.0,262.0,,,0.38022813688212925,99.61977186311786,
359,London,British Library,Add. 25588,Missale,s.xv (in),252,,,foliation is based on catalogue description and is therefore approximate,http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002029922,0.3968,99.6032,,,,,,,,,,,,,,
36,Cambridge,Clare College,10,SERMONES ETC.,s.xiii (in),186,,,"end points for Latin tracts are based on James' entries and therefore approximate; partial index added in xvi, xvii hand on fol. 143","James, M.R. ""A Descriptive Catalogue of the Western Manuscripts in the Library of Clare College.""Cambridge: Cambridge UP, 1905.",,,,,,,,,,8.5,351.5,,,2.361111111111111,97.63888888888889,
360,London,British Library,Add. 26773,Gospels,s.xiii,120,,,,http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002030546,,,,,,,,,,230.0,,,,100.0,,
361,London,British Library,Add. 28681,The Map Psalter,s.xiii (ex),226,,,foliation is based on catalogue description and is therefore approximate,http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002020101,,,,,,,,,,8.5,435.5,,,1.9144144144144146,98.0855855855856,
362,London,British Library,Add. 32085,Collections,s.xiii (ex),152,,,foliation is based on catalogue description and is therefore approximate; languages based on catalogue description,http://searcharchives.bl.uk/IAMS_VU2:IAMS040-002025821,,,,,,,,,,95.0,209.0,,,31.25,68.75,
363,London,British Library,Add. 32125,Wace etc.,s.xiii / xiv,245,,,see catalogue for description,http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002025870 ; https://www.europeana.eu/portal/en/record/9200397/BibliographicResource_3000126312590.html,100.0,0.0,0.0,,,,,,,,,,,,,
364,London,British Library,Add. 33969,Commonplace book,s.xiv,110,,,"foliation, tracts and languages are based on catalogue description and are therefore approximate",http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002024907,,,,,,,,,,24.5,195.5,,,11.136363636363637,88.86363636363637,
365,London,British Library,Add. 33996,Medical miscellany,s.xv,215,,,"foliation, tracts and languages are based on catalogue description and are therefore approximate",http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002024953,,,,,,,,,149.0,7.999999999999997,271.0,,34.81308411214953,1.8691588785046724,63.3177570093458,
366,London,British Library,Add. 34114,Spalding MS,s.xiii / xiv,237,,,see catalogue for description,http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002025088,100.0,0.0,0.0,0.0,,,,,,,,,,,,
367,London,British Library,Add. 35092,Brut,s.xiv (med),145,,,"foliation is based on catalogue description and is therefore approximate; ""On f. 144 b is the inscription ""Usque satis,"" followed by a fancy signature, apparently Edm. Saunders [? Edmund Saunders, Chief Justice of the King's Bench 1683]. Belonged to [George Townshend, 2nd] Marquis of Townshend, and bought at his sale by [Thomas] Rod[d], from whom it passed (26 June, 1812, see f. 1 b) to C. Yarnold. At Yarnold's sale it was bought by Sir Thomas Phillipps (f. 4). """,http://searcharchives.bl.uk/IAMS_VU2:IAMS032-002088158,,,,,,,,,,279.0,,,,100.0,,
